TUMOR_SAMPLE_BARCODE	idCCL	idCellState	idCELL	cell_sample_id	CELLS_PER_WELL	GROWTH_MODE	CULTURE_MEDIA	CELL_LINE	CELL_LINEAGE	is_hl	gender	taxonomy_id	primary_site_name	primary_hist_name	hist_subtype_1_name
COLO680N_OESOPHAGUS	582	605	106	162	500	adherent	RPMI001	COLO680N	OESOPHAGUS	0	F	9606	oesophagus	carcinoma	squamous_cell_carcinoma
ECGI10_OESOPHAGUS	583	606	150	233	500	adherent	HAMSF12001	ECGI10	OESOPHAGUS	0		9606	oesophagus	carcinoma	
KYSE140_OESOPHAGUS	584	607	381	580	500	adherent	RPMI001	KYSE140	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE150_OESOPHAGUS	585	608	382	581	500	adherent	RPMIF12001	KYSE150	OESOPHAGUS	0	F	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE180_OESOPHAGUS	586	609	383	582	500	adherent	RPMI001	KYSE180	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE30_OESOPHAGUS	587	610	385	584	500	adherent	RPMIF12001	KYSE30	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE410_OESOPHAGUS	588	611	386	585	500	adherent	RPMI001	KYSE410	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE450_OESOPHAGUS	589	612	387	586	500	adherent	RPMIF12001	KYSE450	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE510_OESOPHAGUS	590	613	388	587	500	adherent	RPMI001	KYSE510	OESOPHAGUS	0	F	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE520_OESOPHAGUS	591	614	389	588	500	adherent	RPMI001	KYSE520	OESOPHAGUS	0	F	9606	oesophagus	carcinoma	squamous_cell_carcinoma
KYSE70_OESOPHAGUS	592	615	390	589	500	adherent	RPMI001	KYSE70	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
OE19_OESOPHAGUS	593	616	595	894	500	adherent	RPMI001	OE19	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	adenocarcinoma
OE21_OESOPHAGUS	594	617	596	895	500	adherent	RPMI001	OE21	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
OE33_OESOPHAGUS	595	618	597	896	500	adherent	RPMI001	OE33	OESOPHAGUS	0	F	9606	oesophagus	other	metaplasia
TE1_OESOPHAGUS	596	619	769	1184	500	adherent	RPMI001	TE1	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE10_OESOPHAGUS	597	620	765	1185	500	adherent	RPMI001	TE10	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE11_OESOPHAGUS	598	621	766	1186	500	adherent	RPMI001	TE11	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE14_OESOPHAGUS	599	622	916	1188	500	adherent	RPMI001	TE14	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE15_OESOPHAGUS	600	623	768	1189	500	adherent	RPMI001	TE15	OESOPHAGUS	0	F	9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE4_OESOPHAGUS	601	625	917	1191	500	adherent	RPMI001	TE4	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE5_OESOPHAGUS	602	626	771	1193	500	adherent	RPMI001	TE5	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE6_OESOPHAGUS	603	627	773	1194	500	adherent	RPMI001	TE6	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE8_OESOPHAGUS	604	628	774	1196	500	adherent	RPMI001	TE8	OESOPHAGUS	0		9606	oesophagus	carcinoma	squamous_cell_carcinoma
TE9_OESOPHAGUS	605	629	775	1197	500	adherent	RPMI001	TE9	OESOPHAGUS	0	M	9606	oesophagus	carcinoma	squamous_cell_carcinoma
A2780_OVARY	606	630	20	29	500	adherent	RPMI001	A2780	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
CAOV3_OVARY	607	631	80	126	500	adherent	DMEM001	CAOV3	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
COV318_OVARY	608	632	119	184	500	adherent	DMEM005	COV318	OVARY	0	F	9606	ovary	carcinoma	
COV362_OVARY	609	633	824	185	500	adherent	DMEM005	COV362	OVARY	0	F	9606	ovary	carcinoma	
COV434_OVARY	610	634	991	186	500	adherent	DMEM005	COV434	OVARY	0	F	9606	ovary	sex_cord-stromal_tumour	granulosa_cell_tumour
COV644_OVARY	611	636	992	188	500	adherent	DMEM005	COV644	OVARY	0	F	9606	ovary	carcinoma	
DOV13_OVARY	612	637	141	223	500	adherent	RPMI001	DOV13	OVARY	0		9606	ovary	carcinoma	
EFO21_OVARY	613	638	154	237	500	adherent	RPMI010	EFO21	OVARY	0	F	9606	ovary	carcinoma	serous_carcinoma
EFO27_OVARY	614	639	155	238	500	adherent	RPMI010	EFO27	OVARY	0	F	9606	ovary	carcinoma	mucinous_carcinoma
ES2_OVARY	615	640	163	247	500	adherent	RPMI001	ES2	OVARY	0	F	9606	ovary	carcinoma	clear_cell_carcinoma
FUOV1_OVARY	616	641	169	261	500	adherent	DMEMF12006	FUOV1	OVARY	0	F	9606	ovary	carcinoma	serous_carcinoma
HEYA8_OVARY	617	642	227	367	500	adherent	EMEM003	HEYA8	OVARY	0	F	9606	ovary	carcinoma	
IGROV1_OVARY	618	643	303	473	500	adherent	RPMI001	IGROV1	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
JHOC5_OVARY	619	644	851	492	500	adherent	DMEMF12004	JHOC5	OVARY	0		9606	ovary	carcinoma	clear_cell_carcinoma
JHOM1_OVARY	620	645	852	493	500	adherent	DMEMF12004	JHOM1	OVARY	0		9606	ovary	carcinoma	adenocarcinoma
JHOS2_OVARY	621	646	316	495	500	adherent	DMEMF12003	JHOS2	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
KURAMOCHI_OVARY	622	647	379	577	500	adherent	RPMI001	KURAMOCHI	OVARY	0	F	9606	ovary	carcinoma	undifferentiated_carcinoma
MCAS_OVARY	623	648	425	644	500	adherent	EMEM005	MCAS	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
OAW28_OVARY	624	649	1002	879	500	adherent	DMEM007	OAW28	OVARY	0	F	9606	ovary	carcinoma	
OAW42_OVARY	625	650	588	880	500	adherent	DMEM007	OAW42	OVARY	0	F	9606	ovary	carcinoma	
OC314_OVARY	626	651	589	881	500	adherent	RPMI005	OC314	OVARY	0	F	9606	ovary	carcinoma	serous_carcinoma
ONCODG1_OVARY	627	652	598	898	500	adherent	RPMI001	ONCODG1	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
OV56_OVARY	628	653	604	905	500	adherent	DMEMF12005	OV56	OVARY	0	F	9606	ovary	carcinoma	
OV7_OVARY	629	654	996	906	500	adherent	DMEMF12007	OV7	OVARY	0	F	9606	ovary	carcinoma	
OV90_OVARY	630	655	605	907	500	adherent	MCDB001	OV90	OVARY	0	F	9606	ovary	carcinoma	mixed_carcinoma
OVCAR4_OVARY	631	656	606	908	500	adherent	RPMI001	OVCAR4	OVARY	0	F	9606	ovary	carcinoma	
OVCAR5_OVARY	632	657	1170	909	500	adherent	RPMI005	OVCAR5	OVARY	0	F	9606	ovary	carcinoma	
OVCAR8_OVARY	633	658	607	910	500	adherent	RPMI001	OVCAR8	OVARY	0	F	9606	ovary	carcinoma	
OVISE_OVARY	634	659	608	911	500	adherent	RPMI001	OVISE	OVARY	0	F	9606	ovary	carcinoma	clear_cell_carcinoma
OVK18_OVARY	635	660	862	912	500	adherent	MEM001	OVK18	OVARY	0		9606	ovary	carcinoma	endometrioid_carcinoma
OVKATE_OVARY	636	661	609	913	500	adherent	RPMI001	OVKATE	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
OVMANA_OVARY	637	662	610	914	500	adherent	RPMI001	OVMANA	OVARY	0	F	9606	ovary	carcinoma	clear_cell_carcinoma
OVSAHO_OVARY	638	663	611	915	500	adherent	RPMI001	OVSAHO	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
OVTOKO_OVARY	639	664	612	916	500	adherent	RPMI001	OVTOKO	OVARY	0	F	9606	ovary	carcinoma	clear_cell_carcinoma
RMGI_OVARY	640	665	659	983	500	adherent	HAMSF12001	RMGI	OVARY	0	F	9606	ovary	carcinoma	clear_cell_carcinoma
RMUGS_OVARY	641	666	660	985	500	adherent	HAMSF12001	RMUGS	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
SKOV3_OVARY	642	667	711	1059	500	adherent	MCCOYS5A001	SKOV3	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
SNU119_OVARY	643	668	875	1084	500	adherent	RPMI001	SNU119	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
SNU8_OVARY	644	669	906	1123	500	adherent	RPMI001	SNU8	OVARY	0	F	9606	ovary	carcinoma	adenocarcinoma
SNU840_OVARY	645	670	908	1125	500	adherent	RPMI001	SNU840	OVARY	0	F	9606	ovary	carcinoma	Brenner_tumour
TOV112D_OVARY	646	671	781	1208	500	adherent	MCDB002	TOV112D	OVARY	0	F	9606	ovary	carcinoma	endometrioid_carcinoma
TOV21G_OVARY	647	672	782	1209	500	adherent	MCDB001	TOV21G	OVARY	0	F	9606	ovary	carcinoma	clear_cell_carcinoma
TYKNU_OVARY	648	673	785	1217	500	adherent	EMEM001	TYKNU	OVARY	0	F	9606	ovary	carcinoma	undifferentiated_carcinoma
ASPC1_PANCREAS	649	674	37	52	500	adherent	RPMI001	ASPC1	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
BXPC3_PANCREAS	650	675	57	101	500	adherent	RPMI001	BXPC3	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
CAPAN1_PANCREAS	651	676	82	128	500	adherent	IMDM003	CAPAN1	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
CAPAN2_PANCREAS	652	677	83	129	500	adherent	MCCOYS5A001	CAPAN2	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
CFPAC1_PANCREAS	653	678	87	138	500	adherent	DMEM001	CFPAC1	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
DANG_PANCREAS	654	679	125	201	500	adherent	RPMI001	DANG	PANCREAS	0		9606	pancreas	carcinoma	
HPAC_PANCREAS	655	680	238	384	500	adherent	DMEMF12002	HPAC	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
HPAFII_PANCREAS	656	681	239	385	500	adherent	EMEM001	HPAFII	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
HS766T_PANCREAS	657	682	263	421	500	adherent	DMEM001	HS766T	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
HUPT3_PANCREAS	658	683	294	462	500	adherent	MEM001	HUPT3	PANCREAS	0	M	9606	pancreas	carcinoma	
HUPT4_PANCREAS	659	684	295	463	500	adherent	MEM001	HUPT4	PANCREAS	0	M	9606	pancreas	carcinoma	
KP2_PANCREAS	660	685	370	566	500	adherent	RPMI001	KP2	PANCREAS	0	F	9606	pancreas	carcinoma	
KP3_PANCREAS	661	686	371	567	500	adherent	RPMI001	KP3	PANCREAS	0		9606	pancreas	carcinoma	ductal_carcinoma
KP4_PANCREAS	662	687	372	568	500	adherent	DMEMF12003	KP4	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
L33_PANCREAS	663	688	392	591	500	adherent	RPMI001	L33	PANCREAS	0		9606	pancreas	carcinoma	
MIAPACA2_PANCREAS	664	689	451	679	500	adherent	DMEM001	MIAPACA2	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
PANC0203_PANCREAS	665	690	616	920	500	adherent	RPMI009	PANC0203	PANCREAS	0	F	9606	pancreas	carcinoma	
PANC0327_PANCREAS	666	691	618	922	500	adherent	RPMI009	PANC0327	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
PANC0403_PANCREAS	667	692	619	923	500	adherent	RPMI009	PANC0403	PANCREAS	0	M	9606	pancreas	carcinoma	
PANC0504_PANCREAS	668	693	620	924	500	adherent	RPMI001	PANC0504	PANCREAS	0	F	9606	pancreas	carcinoma	
PANC0813_PANCREAS	669	694	621	925	500	adherent	RPMI020	PANC0813	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
PANC1_PANCREAS	670	695	623	926	500	adherent	DMEM001	PANC1	PANCREAS	0		9606	pancreas	carcinoma	ductal_carcinoma
PANC1005_PANCREAS	671	696	622	927	500	adherent	RPMI006	PANC1005	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
PATU8902_PANCREAS	672	697	624	928	500	adherent	DMEM001	PATU8902	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
PATU8988S_PANCREAS	673	698	625	929	500	adherent	DMEM005	PATU8988S	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
PATU8988T_PANCREAS	674	699	626	930	500	adherent	DMEM001	PATU8988T	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
PK1_PANCREAS	675	700	632	944	500	adherent	RPMI001	PK1	PANCREAS	0		9606	pancreas	carcinoma	
PK45H_PANCREAS	676	701	633	945	500	adherent	RPMI001	PK45H	PANCREAS	0		9606	pancreas	carcinoma	
PK59_PANCREAS	677	702	634	946	500	adherent	RPMI001	PK59	PANCREAS	0		9606	pancreas	carcinoma	
PSN1_PANCREAS	678	703	637	952	500	adherent	RPMI007	PSN1	PANCREAS	0		9606	pancreas	carcinoma	ductal_carcinoma
QGP1_PANCREAS	679	704	638	954	500	adherent	RPMI001	QGP1	PANCREAS	0		9606	pancreas	carcinoma	
SNU213_PANCREAS	680	705	882	1093	500	adherent	RPMI001	SNU213	PANCREAS	0	M	9606	pancreas	carcinoma	
SNU410_PANCREAS	681	706	890	1103	500	adherent	RPMI001	SNU410	PANCREAS	0	M	9606	pancreas	carcinoma	
SU8686_PANCREAS	682	707	728	1138	500	adherent	RPMI001	SU8686	PANCREAS	0	F	9606	pancreas	carcinoma	ductal_carcinoma
SUIT2_PANCREAS	683	708	732	1145	500	adherent	RPMI001	SUIT2	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
SW1990_PANCREAS	684	709	745	1160	500	adherent	RPMI001	SW1990	PANCREAS	0	M	9606	pancreas	carcinoma	ductal_carcinoma
TCCPAN2_PANCREAS	685	710	763	1182	500	adherent	RPMI001	TCCPAN2	PANCREAS	0	F	9606	pancreas	carcinoma	
YAPC_PANCREAS	686	711	808	1277	500	adherent	RPMI001	YAPC	PANCREAS	0	M	9606	pancreas	carcinoma	
ACCMESO1_PLEURA	687	712	828	41	500	adherent	RPMI001	ACCMESO1	PLEURA	0		9606	pleura	mesothelioma	
DM3_PLEURA	688	713	833	214	500	adherent	DMEM006	DM3	PLEURA	0	M	9606	pleura	mesothelioma	
ISTMES1_PLEURA	689	714	308	480	500	adherent	DMEM012	ISTMES1	PLEURA	0	F	9606	pleura	mesothelioma	
JL1_PLEURA	690	715	956	504	500	adherent	DMEM005	JL1	PLEURA	0	M	9606	pleura	mesothelioma	
MPP89_PLEURA	691	716	469	705	500	adherent	DMEM001	MPP89	PLEURA	0	M	9606	pleura	mesothelioma	
MSTO211H_PLEURA	692	717	470	706	500	adherent	RPMI001	MSTO211H	PLEURA	0	M	9606	pleura	mesothelioma	
NCIH2052_PLEURA	693	718	523	781	500	adherent	RPMI001	NCIH2052	PLEURA	0	M	9606	pleura	mesothelioma	
NCIH2452_PLEURA	694	719	548	810	500	adherent	RPMI001	NCIH2452	PLEURA	0	M	9606	pleura	mesothelioma	
NCIH28_PLEURA	695	721	549	811	500	adherent	RPMI001	NCIH28	PLEURA	0	M	9606	pleura	mesothelioma	
22RV1_PROSTATE	696	722	3	7	500	adherent	RPMI001	22RV1	PROSTATE	0	M	9606	prostate	carcinoma	
DU145_PROSTATE	697	723	142	225	500	adherent	EMEM001	DU145	PROSTATE	0	M	9606	prostate	carcinoma	
LNCAPCLONEFGC_PROSTATE	698	724	404	618	500	adherent	RPMI001	LNCAPCLONEFGC	PROSTATE	0	M	9606	prostate	carcinoma	adenocarcinoma
NCIH660_PROSTATE	699	725	564	833	500	suspension	RPMI001	NCIH660	PROSTATE	0	M	9606	prostate	carcinoma	small_cell_carcinoma
PC3_PROSTATE	700	726	628	932	500	adherent	F12K001	PC3	PROSTATE	0	M	9606	prostate	carcinoma	adenocarcinoma
VCAP_PROSTATE	701	727	797	1249	500	adherent	DMEM001	VCAP	PROSTATE	0	M	9606	prostate	carcinoma	adenocarcinoma
A253_SALIVARY_GLAND	702	728	19	28	500	adherent	MCCOYS5A001	A253	SALIVARY_GLAND	0	M	9606	salivary_gland	carcinoma	mucoepidermoid_carcinoma
YD15_SALIVARY_GLAND	703	729	926	1279	500	adherent	RPMI001	YD15	SALIVARY_GLAND	0	M	9606	salivary_gland	carcinoma	mucoepidermoid_carcinoma
A101D_SKIN	704	730	15	23	500	adherent	DMEM001	A101D	SKIN	0	M	9606	skin	malignant_melanoma	
A2058_SKIN	705	731	18	27	500	adherent	DMEM001	A2058	SKIN	0	M	9606	skin	malignant_melanoma	
A375_SKIN	706	732	21	30	500	adherent	DMEM001	A375	SKIN	0	F	9606	skin	malignant_melanoma	
C32_SKIN	707	733	59	103	500	adherent	EMEM001	C32	SKIN	0	M	9606	skin	malignant_melanoma	
CJM_SKIN	708	734	830	146	500	adherent	HAMSF10001	CJM	SKIN	0		9606	skin	malignant_melanoma	
COLO679_SKIN	709	735	105	161	500	adherent	RPMI001	COLO679	SKIN	0	F	9606	skin	malignant_melanoma	
COLO741_SKIN	710	736	109	166	500	adherent	RPMI001	COLO741	SKIN	0	F	9606	large_intestine	carcinoma	
COLO783_SKIN	711	737	110	168	500	adherent	RPMI001	COLO783	SKIN	0	F	9606	skin	malignant_melanoma	
COLO792_SKIN	712	738	831	169	500	adherent	RPMI007	COLO792	SKIN	0	M	9606	skin	malignant_melanoma	
COLO800_SKIN	713	739	111	170	500	adherent	RPMI001	COLO800	SKIN	0		9606	skin	malignant_melanoma	
COLO829_SKIN	714	740	113	172	500	adherent	RPMI001	COLO829	SKIN	0	M	9606	skin	malignant_melanoma	
G361_SKIN	715	741	171	263	500	adherent	MCCOYS5A001	G361	SKIN	0	M	9606	skin	malignant_melanoma	
HMCB_SKIN	716	742	235	377	500	adherent	EMEM003	HMCB	SKIN	0		9606	skin	malignant_melanoma	
HS294T_SKIN	717	743	243	395	500	adherent	DMEM001	HS294T	SKIN	0	M	9606	skin	malignant_melanoma	
HS688AT_SKIN	718	744	255	410	500	adherent	DMEM001	HS688AT	SKIN	0	M	9606	skin	malignant_melanoma	
HS839T_SKIN	719	745	265	426	500	adherent	DMEM001	HS839T	SKIN	0	F	9606	skin	malignant_melanoma	
HS852T_SKIN	720	746	267	428	500	adherent	DMEM002	HS852T	SKIN	0	M	9606	skin	malignant_melanoma	
HS895T_SKIN	721	747	271	434	500	adherent	DMEM001	HS895T	SKIN	0	F	9606	skin	malignant_melanoma	
HS934T_SKIN	722	748	272	436	500	adherent	DMEM001	HS934T	SKIN	0	F	9606	skin	malignant_melanoma	
HS936T_SKIN	723	749	273	437	500	adherent	DMEM002	HS936T	SKIN	0	M	9606	skin	malignant_melanoma	
HS940T_SKIN	724	750	275	439	500	adherent	DMEM001	HS940T	SKIN	0	M	9606	skin	malignant_melanoma	
HS944T_SKIN	725	751	276	440	500	adherent	RPMI001	HS944T	SKIN	0	M	9606	skin	malignant_melanoma	
HT144_SKIN	726	752	283	450	500	adherent	MCCOYS5A001	HT144	SKIN	0	M	9606	skin	malignant_melanoma	
IGR1_SKIN	727	753	300	470	500	adherent	DMEM001	IGR1	SKIN	0	M	9606	skin	malignant_melanoma	
IGR37_SKIN	728	754	301	471	500	adherent	DMEM011	IGR37	SKIN	0	M	9606	skin	malignant_melanoma	
IGR39_SKIN	729	755	302	472	500	adherent	DMEM011	IGR39	SKIN	0	M	9606	skin	malignant_melanoma	
IPC298_SKIN	730	756	306	478	500	adherent	RPMI001	IPC298	SKIN	0	F	9606	skin	malignant_melanoma	
K029AX_SKIN	731	757	327	512	500	adherent	RPMI001	K029AX	SKIN	0		9606	skin	malignant_melanoma	
LOXIMVI_SKIN	732	758	408	623	500	adherent	RPMI001	LOXIMVI	SKIN	0		9606	skin	malignant_melanoma	
MALME3M_SKIN	733	759	422	641	500	adherent	RPMI001	MALME3M	SKIN	0	M	9606	skin	malignant_melanoma	
MDAMB435S_SKIN	734	760	1008	655	500	adherent	RPMI001	MDAMB435S	SKIN	0	F	9606	skin	malignant_melanoma	
MELHO_SKIN	735	761	440	666	500	adherent	RPMI001	MELHO	SKIN	0	F	9606	skin	malignant_melanoma	
MELJUSO_SKIN	736	762	441	667	500	adherent	RPMI001	MELJUSO	SKIN	0	F	9606	skin	malignant_melanoma	
MEWO_SKIN	737	763	443	669	500	adherent	EMEM001	MEWO	SKIN	0	M	9606	skin	malignant_melanoma	
RPMI7951_SKIN	738	764	662	991	500	adherent	DMEM001	RPMI7951	SKIN	0	F	9606	skin	malignant_melanoma	
RVH421_SKIN	739	765	668	1000	500	suspension	RPMI001	RVH421	SKIN	0	M	9606	skin	malignant_melanoma	
SH4_SKIN	740	766	682	1025	500	adherent	DMEM001	SH4	SKIN	0	F	9606	skin	malignant_melanoma	
SKMEL1_SKIN	741	767	695	1040	500	suspension	EMEM001	SKMEL1	SKIN	0	M	9606	skin	malignant_melanoma	
SKMEL2_SKIN	742	768	698	1041	500	adherent	EMEM001	SKMEL2	SKIN	0	M	9606	skin	malignant_melanoma	
SKMEL24_SKIN	743	769	696	1042	500	adherent	EMEM003	SKMEL24	SKIN	0	M	9606	skin	malignant_melanoma	
SKMEL28_SKIN	744	770	697	1043	500	adherent	EMEM001	SKMEL28	SKIN	0	M	9606	skin	malignant_melanoma	
SKMEL3_SKIN	745	771	701	1044	500	adherent	MCCOYS5A003	SKMEL3	SKIN	0	F	9606	skin	malignant_melanoma	
SKMEL30_SKIN	746	772	699	1045	500	adherent	RPMI001	SKMEL30	SKIN	0	M	9606	skin	malignant_melanoma	
SKMEL31_SKIN	747	773	700	1046	500	adherent	EMEM002	SKMEL31	SKIN	0	F	9606	skin	malignant_melanoma	
SKMEL5_SKIN	748	774	702	1047	500	adherent	EMEM001	SKMEL5	SKIN	0	F	9606	skin	malignant_melanoma	
UACC257_SKIN	749	775	792	1232	500	adherent	RPMI001	UACC257	SKIN	0		9606	skin	malignant_melanoma	
UACC62_SKIN	750	776	793	1233	500	adherent	RPMI001	UACC62	SKIN	0		9606	skin	malignant_melanoma	
WM115_SKIN	751	777	803	1255	500	adherent	EMEM001	WM115	SKIN	0	F	9606	skin	malignant_melanoma	
WM1799_SKIN	752	778	1004	1256	500	adherent	RPMI001	WM1799	SKIN	0		9606	skin	malignant_melanoma	
WM2664_SKIN	753	779	804	1260	500	adherent	EMEM001	WM2664	SKIN	0	F	9606	skin	malignant_melanoma	
WM793_SKIN	754	780	924	1270	500	adherent	RPMI001	WM793	SKIN	0		9606	skin	malignant_melanoma	
WM88_SKIN	755	781	1009	1271	500	adherent	RPMI001	WM88	SKIN	0		9606	skin	malignant_melanoma	
WM983B_SKIN	756	782	1007	1273	500	adherent	RPMI001	WM983B	SKIN	0		9606	skin	malignant_melanoma	
HSTS_SMALL_INTESTINE	757	783	1186	444	500	suspension	199F12001	HSTS	SMALL_INTESTINE	0		9606			
KRIJ_SMALL_INTESTINE	758	784	1187	573	500	suspension	199F12001	KRIJ	SMALL_INTESTINE	0		9606			
PSTS_SMALL_INTESTINE	759	785	1189	953	500	suspension	199F12001	PSTS	SMALL_INTESTINE	0		9606			
A204_SOFT_TISSUE	760	786	17	26	500	adherent	MCCOYS5A001	A204	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdoid_tumour	
G401_SOFT_TISSUE	761	787	172	264	500	adherent	MCCOYS5A001	G401	SOFT_TISSUE	0	M	9606	soft_tissue	rhabdoid_tumour	
G402_SOFT_TISSUE	762	788	173	265	500	adherent	MCCOYS5A001	G402	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdoid_tumour	
GCT_SOFT_TISSUE	763	789	178	271	500	adherent	MCCOYS5A001	GCT	SOFT_TISSUE	0	M	9606	soft_tissue	malignant_fibrous_histiocytoma-pleomorphic_sarcoma	
HS729_SOFT_TISSUE	764	790	258	414	500	adherent	DMEM001	HS729	SOFT_TISSUE	0	M	9606	soft_tissue	rhabdomyosarcoma	
HT1080_SOFT_TISSUE	765	791	280	446	500	adherent	EMEM001	HT1080	SOFT_TISSUE	0	M	9606	soft_tissue	fibrosarcoma	
KYM1_SOFT_TISSUE	766	792	380	578	500	adherent	DMEMF12003	KYM1	SOFT_TISSUE	0		9606	soft_tissue	rhabdomyosarcoma	
MESSA_SOFT_TISSUE	767	793	442	668	500	adherent	MCCOYS5A001	MESSA	SOFT_TISSUE	0	F	9606	soft_tissue	sarcoma	
RD_SOFT_TISSUE	768	794	642	961	500	adherent	DMEM001	RD	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdomyosarcoma	embryonal
RH18_SOFT_TISSUE	769	795	1015	973	500	adherent	RPMI003	RH18	SOFT_TISSUE	0		9606	soft_tissue	rhabdomyosarcoma	alveolar
RH30_SOFT_TISSUE	770	796	653	975	500	adherent	RPMI001	RH30	SOFT_TISSUE	0	M	9606	soft_tissue	rhabdomyosarcoma	alveolar
RH41_SOFT_TISSUE	771	797	965	976	500	adherent	RPMI001	RH41	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdomyosarcoma	alveolar
RKN_SOFT_TISSUE	772	798	655	978	500	adherent	HAMSF12001	RKN	SOFT_TISSUE	0	F	9606	soft_tissue	leiomyosarcoma	
S117_SOFT_TISSUE	773	799	669	1002	500	adherent	RPMI001	S117	SOFT_TISSUE	0	F	9606	soft_tissue	sarcoma	
SKLMS1_SOFT_TISSUE	774	800	692	1037	500	adherent	EMEM001	SKLMS1	SOFT_TISSUE	0	F	9606	soft_tissue	sarcoma	
SKUT1_SOFT_TISSUE	775	801	712	1063	500	adherent	EMEM001	SKUT1	SOFT_TISSUE	0	F	9606	soft_tissue	leiomyosarcoma	
TE125T_SOFT_TISSUE	776	802	767	1187	500	adherent	EMEM001	TE125T	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdomyosarcoma	
TE441T_SOFT_TISSUE	777	803	770	1192	500	adherent	DMEM001	TE441T	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdomyosarcoma	
TE617T_SOFT_TISSUE	778	804	772	1195	500	adherent	DMEM001	TE617T	SOFT_TISSUE	0	F	9606	soft_tissue	rhabdomyosarcoma	
2313287_STOMACH	779	805	4	4	500	adherent	RPMI001	2313287	STOMACH	0	M	9606	stomach	carcinoma	adenocarcinoma
AGS_STOMACH	780	806	30	44	500	adherent	F12K001	AGS	STOMACH	0	F	9606	stomach	carcinoma	adenocarcinoma
ECC10_STOMACH	781	807	148	231	500	adherent	RPMI001	ECC10	STOMACH	0		9606	stomach	carcinoma	small_cell_adenocarcinoma
ECC12_STOMACH	782	808	149	232	500	adherent	RPMI001	ECC12	STOMACH	0		9606	stomach	carcinoma	small_cell_adenocarcinoma
FU97_STOMACH	783	809	168	259	500	adherent	DMEM004	FU97	STOMACH	0	F	9606	stomach	carcinoma	diffuse_adenocarcinoma
